Location,Date,Hour,API,Pollutant
Kuala Lumpur,2/3/2015,5,49,*
Kuala Lumpur,2/3/2015,6,48,*
Kuala Lumpur,2/3/2015,7,47,*
Kuala Lumpur,2/3/2015,8,47,*
Kuala Lumpur,2/3/2015,9,46,*
Kuala Lumpur,2/3/2015,10,46,*
Kuala Lumpur,2/3/2015,11,46,*
Kuala Lumpur,2/3/2015,12,45,*
Kuala Lumpur,2/3/2015,13,44,*
Kuala Lumpur,2/3/2015,14,44,*
Kuala Lumpur,2/3/2015,15,44,*
Kuala Lumpur,2/3/2015,16,43,*
Kuala Lumpur,2/3/2015,17,42,*
Kuala Lumpur,2/3/2015,18,40,*
Kuala Lumpur,2/3/2015,19,38,*
Kuala Lumpur,2/3/2015,20,47,*
Kuala Lumpur,2/3/2015,21,53,*
Kuala Lumpur,2/3/2015,22,39,*
Kuala Lumpur,2/3/2015,23,40,*
Kuala Lumpur,2/3/2015,24,41,*
Kuala Lumpur,3/3/2015,1,42,*
Kuala Lumpur,3/3/2015,2,42,*
Kuala Lumpur,3/3/2015,3,42,*
Kuala Lumpur,3/3/2015,4,42,*
Kuala Lumpur,3/3/2015,5,42,*
Kuala Lumpur,3/3/2015,6,43,*
Kuala Lumpur,3/3/2015,7,42,*
Kuala Lumpur,3/3/2015,8,43,*
Kuala Lumpur,3/3/2015,9,42,*
Kuala Lumpur,3/3/2015,10,42,*
Kuala Lumpur,3/3/2015,11,43,*
Kuala Lumpur,3/3/2015,12,47,*
Kuala Lumpur,3/3/2015,13,72,*
Kuala Lumpur,3/3/2015,14,100,*
Kuala Lumpur,3/3/2015,15,109,*
Kuala Lumpur,3/3/2015,16,109,*
Kuala Lumpur,3/3/2015,17,55,*
Kuala Lumpur,3/3/2015,18,95,*
Kuala Lumpur,3/3/2015,19,60,*
Kuala Lumpur,3/3/2015,20,56,*
Kuala Lumpur,3/3/2015,21,55,*
Kuala Lumpur,3/3/2015,22,55,*
Kuala Lumpur,3/3/2015,23,55,*
Kuala Lumpur,3/3/2015,24,55,*
Kuala Lumpur,4/3/2015,1,55,*
Kuala Lumpur,4/3/2015,2,55,*
Kuala Lumpur,4/3/2015,4,56,*
Kuala Lumpur,4/3/2015,5,57,*
Kuala Lumpur,4/3/2015,6,57,*
Kuala Lumpur,4/3/2015,7,57,*
Kuala Lumpur,4/3/2015,8,58,*
Kuala Lumpur,4/3/2015,9,58,*
Kuala Lumpur,4/3/2015,10,59,*
Kuala Lumpur,4/3/2015,11,59,*
Kuala Lumpur,4/3/2015,12,58,*
Kuala Lumpur,4/3/2015,13,57,*
Kuala Lumpur,4/3/2015,14,75,*
Kuala Lumpur,4/3/2015,15,80,*
Kuala Lumpur,4/3/2015,16,55,*
Kuala Lumpur,4/3/2015,17,57,*
Kuala Lumpur,4/3/2015,18,,*
Kuala Lumpur,4/3/2015,19,,*
Kuala Lumpur,4/3/2015,20,,*
Kuala Lumpur,4/3/2015,21,,*
Kuala Lumpur,4/3/2015,22,,*
Kuala Lumpur,4/3/2015,23,,*
Kuala Lumpur,4/3/2015,24,,*
Kuala Lumpur,5/3/2015,1,,*
Kuala Lumpur,5/3/2015,2,,*
Kuala Lumpur,5/3/2015,3,,*
Kuala Lumpur,5/3/2015,4,,*
Kuala Lumpur,5/3/2015,5,,*
Kuala Lumpur,5/3/2015,6,,*
Kuala Lumpur,5/3/2015,7,,*
Kuala Lumpur,5/3/2015,8,,*
Kuala Lumpur,5/3/2015,9,,*
Kuala Lumpur,5/3/2015,10,,*
Kuala Lumpur,5/3/2015,11,,*
Kuala Lumpur,5/3/2015,12,,*
Kuala Lumpur,5/3/2015,13,,*
Kuala Lumpur,5/3/2015,14,,*
Kuala Lumpur,5/3/2015,15,,*
Kuala Lumpur,5/3/2015,17,,*
Kuala Lumpur,5/3/2015,18,,*
Kuala Lumpur,5/3/2015,19,,*
Kuala Lumpur,5/3/2015,20,,*
Kuala Lumpur,5/3/2015,21,,*
Kuala Lumpur,5/3/2015,22,,*
Kuala Lumpur,5/3/2015,23,,*
Kuala Lumpur,5/3/2015,24,45,*
Kuala Lumpur,6/3/2015,1,46,*
Kuala Lumpur,6/3/2015,2,48,*
Kuala Lumpur,6/3/2015,4,48,*
Kuala Lumpur,6/3/2015,5,48,*
Kuala Lumpur,6/3/2015,6,48,*
Kuala Lumpur,6/3/2015,7,48,*
Kuala Lumpur,6/3/2015,8,48,*
Kuala Lumpur,6/3/2015,9,48,*
Kuala Lumpur,6/3/2015,10,48,*
Kuala Lumpur,6/3/2015,3,48,*
Kuala Lumpur,6/3/2015,11,48,*
Kuala Lumpur,6/3/2015,12,49,*
Kuala Lumpur,6/3/2015,13,48,*
Kuala Lumpur,6/3/2015,14,69,*
Kuala Lumpur,6/3/2015,15,97,*
Kuala Lumpur,6/3/2015,16,119,*
Kuala Lumpur,6/3/2015,17,136,*
Kuala Lumpur,6/3/2015,18,128,*
Kuala Lumpur,6/3/2015,19,72,*
Kuala Lumpur,6/3/2015,20,58,*
Kuala Lumpur,6/3/2015,21,52,*
Kuala Lumpur,6/3/2015,22,52,*
Kuala Lumpur,6/3/2015,23,51,*
Kuala Lumpur,6/3/2015,24,52,*
Kuala Lumpur,7/3/2015,1,52,*
Kuala Lumpur,7/3/2015,2,52,*
Kuala Lumpur,7/3/2015,3,52,*
Kuala Lumpur,7/3/2015,4,52,*
Kuala Lumpur,7/3/2015,5,52,*
Kuala Lumpur,7/3/2015,6,52,*
Kuala Lumpur,7/3/2015,7,52,*
Kuala Lumpur,7/3/2015,8,52,*
Kuala Lumpur,7/3/2015,9,53,*
Kuala Lumpur,7/3/2015,10,53,*
Kuala Lumpur,7/3/2015,11,53,*
Kuala Lumpur,7/3/2015,12,53,*
Kuala Lumpur,7/3/2015,13,60,*
Kuala Lumpur,7/3/2015,14,85,*
Kuala Lumpur,7/3/2015,15,109,*
Kuala Lumpur,7/3/2015,16,129,*
Kuala Lumpur,7/3/2015,17,108,*
Kuala Lumpur,7/3/2015,18,77,*
Kuala Lumpur,7/3/2015,19,53,*
Kuala Lumpur,7/3/2015,20,53,*
Kuala Lumpur,7/3/2015,21,53,*
Kuala Lumpur,7/3/2015,22,54,*
Kuala Lumpur,7/3/2015,23,54,*
Kuala Lumpur,7/3/2015,24,54,*
Kuala Lumpur,8/3/2015,1,53,*
Kuala Lumpur,8/3/2015,2,53,*
Kuala Lumpur,8/3/2015,3,52,*
Kuala Lumpur,8/3/2015,4,52,*
Kuala Lumpur,8/3/2015,5,51,*
Kuala Lumpur,8/3/2015,6,51,*
Kuala Lumpur,8/3/2015,7,51,*
Kuala Lumpur,8/3/2015,8,51,*
Kuala Lumpur,8/3/2015,9,50,*
Kuala Lumpur,8/3/2015,10,50,*
Kuala Lumpur,8/3/2015,11,50,*
Kuala Lumpur,8/3/2015,12,50,*
Kuala Lumpur,8/3/2015,13,56,*
Kuala Lumpur,8/3/2015,14,87,*
Kuala Lumpur,8/3/2015,15,110,*
Kuala Lumpur,8/3/2015,17,113,*
Kuala Lumpur,8/3/2015,16,99,*
Kuala Lumpur,8/3/2015,18,120,*
Kuala Lumpur,8/3/2015,19,103,*
Kuala Lumpur,8/3/2015,20,48,*
Kuala Lumpur,8/3/2015,21,47,*
Kuala Lumpur,8/3/2015,22,46,*
Kuala Lumpur,8/3/2015,23,45,*
Kuala Lumpur,8/3/2015,24,46,*
Kuala Lumpur,9/3/2015,1,47,*
Kuala Lumpur,9/3/2015,2,48,*
Kuala Lumpur,9/3/2015,3,48,*
Kuala Lumpur,9/3/2015,4,47,*
Kuala Lumpur,9/3/2015,5,47,*
Kuala Lumpur,9/3/2015,6,46,*
Kuala Lumpur,9/3/2015,7,46,*
Kuala Lumpur,9/3/2015,8,46,*
Kuala Lumpur,9/3/2015,9,45,*
Kuala Lumpur,9/3/2015,10,44,*
Kuala Lumpur,9/3/2015,11,44,*
Kuala Lumpur,9/3/2015,12,44,*
Kuala Lumpur,9/3/2015,13,57,*
Kuala Lumpur,9/3/2015,14,76,*
Kuala Lumpur,9/3/2015,15,83,*
Kuala Lumpur,9/3/2015,16,63,*
Kuala Lumpur,9/3/2015,17,42,*
Kuala Lumpur,9/3/2015,18,42,*
Kuala Lumpur,9/3/2015,19,41,*
Kuala Lumpur,9/3/2015,20,41,*
Kuala Lumpur,9/3/2015,21,42,*
Kuala Lumpur,9/3/2015,22,42,*
Kuala Lumpur,9/3/2015,23,41,*
Kuala Lumpur,9/3/2015,24,40,*
Kuala Lumpur,10/3/2015,1,38,*
Kuala Lumpur,10/3/2015,2,36,*
Kuala Lumpur,10/3/2015,3,36,*
Kuala Lumpur,10/3/2015,4,36,*
Kuala Lumpur,10/3/2015,5,36,*
Kuala Lumpur,10/3/2015,6,36,*
Kuala Lumpur,10/3/2015,7,35,*
Kuala Lumpur,10/3/2015,8,35,*
Kuala Lumpur,10/3/2015,9,34,*
Kuala Lumpur,10/3/2015,10,35,*
Kuala Lumpur,10/3/2015,11,34,*
Kuala Lumpur,10/3/2015,12,34,*
Kuala Lumpur,10/3/2015,13,48,*
Kuala Lumpur,10/3/2015,14,68,*
Kuala Lumpur,10/3/2015,15,47,*
Kuala Lumpur,10/3/2015,16,30,*
Kuala Lumpur,10/3/2015,17,30,*
Kuala Lumpur,10/3/2015,18,31,*
Kuala Lumpur,10/3/2015,19,53,*
Kuala Lumpur,10/3/2015,20,45,*
Kuala Lumpur,10/3/2015,21,33,*
Kuala Lumpur,10/3/2015,22,33,*
Kuala Lumpur,10/3/2015,23,34,*
Kuala Lumpur,10/3/2015,24,36,*
Kuala Lumpur,11/3/2015,1,37,*
Kuala Lumpur,11/3/2015,2,37,*
Kuala Lumpur,11/3/2015,3,37,*
Kuala Lumpur,11/3/2015,4,38,*
Kuala Lumpur,11/3/2015,5,38,*
Kuala Lumpur,11/3/2015,6,39,*
Kuala Lumpur,11/3/2015,7,40,*
Kuala Lumpur,11/3/2015,8,41,*
Kuala Lumpur,11/3/2015,9,42,*
Kuala Lumpur,11/3/2015,10,43,*
Kuala Lumpur,11/3/2015,11,45,*
Kuala Lumpur,11/3/2015,12,45,*
Kuala Lumpur,11/3/2015,13,55,*
Kuala Lumpur,11/3/2015,14,77,*
Kuala Lumpur,11/3/2015,15,97,*
Kuala Lumpur,11/3/2015,16,79,*
Kuala Lumpur,11/3/2015,17,51,*
Kuala Lumpur,11/3/2015,18,60,*
Kuala Lumpur,11/3/2015,19,49,*
Kuala Lumpur,11/3/2015,20,50,*
Kuala Lumpur,11/3/2015,21,50,*
Kuala Lumpur,11/3/2015,22,51,*
Kuala Lumpur,11/3/2015,23,50,*
Kuala Lumpur,11/3/2015,24,50,*
Kuala Lumpur,12/3/2015,1,51,*
Kuala Lumpur,12/3/2015,2,52,*
Kuala Lumpur,12/3/2015,3,52,*
Kuala Lumpur,12/3/2015,4,53,*
Kuala Lumpur,12/3/2015,5,54,*
Kuala Lumpur,12/3/2015,6,55,*
Kuala Lumpur,12/3/2015,7,55,*
Kuala Lumpur,12/3/2015,8,55,*
Kuala Lumpur,12/3/2015,9,56,*
Kuala Lumpur,12/3/2015,10,56,*
Kuala Lumpur,12/3/2015,11,55,*
Kuala Lumpur,12/3/2015,12,56,*
Kuala Lumpur,12/3/2015,13,72,*
Kuala Lumpur,12/3/2015,14,97,*
Kuala Lumpur,12/3/2015,15,113,*
Kuala Lumpur,12/3/2015,16,57,*
Kuala Lumpur,12/3/2015,17,100,*
Kuala Lumpur,12/3/2015,18,79,*
Kuala Lumpur,12/3/2015,19,58,*
Kuala Lumpur,12/3/2015,20,58,*
Kuala Lumpur,12/3/2015,21,57,*
Kuala Lumpur,12/3/2015,22,57,*
Kuala Lumpur,12/3/2015,23,57,*
Kuala Lumpur,12/3/2015,24,57,*
Kuala Lumpur,3/13/2015,1,57,*
Kuala Lumpur,3/13/2015,2,57,*
Kuala Lumpur,3/13/2015,3,57,*
Kuala Lumpur,3/13/2015,4,57,*
Kuala Lumpur,3/13/2015,5,57,*
Kuala Lumpur,3/13/2015,6,56,*
Kuala Lumpur,3/13/2015,7,56,*
Kuala Lumpur,3/13/2015,8,56,*
Kuala Lumpur,3/13/2015,9,55,*
Kuala Lumpur,3/13/2015,10,55,*
Kuala Lumpur,3/13/2015,11,54,*
Kuala Lumpur,3/13/2015,12,54,*
Kuala Lumpur,3/13/2015,13,53,*
Kuala Lumpur,3/13/2015,14,61,*
Kuala Lumpur,3/13/2015,15,52,*
Kuala Lumpur,3/13/2015,16,51,*
Kuala Lumpur,3/13/2015,17,56,*
Kuala Lumpur,3/13/2015,18,53,*
Kuala Lumpur,3/13/2015,19,55,*
Kuala Lumpur,3/13/2015,20,48,*
Kuala Lumpur,3/13/2015,21,48,*
Kuala Lumpur,3/13/2015,22,49,*
Kuala Lumpur,3/13/2015,23,50,*
Kuala Lumpur,3/13/2015,24,50,*
Kuala Lumpur,3/14/2015,1,50,*
Kuala Lumpur,3/14/2015,2,49,*
Kuala Lumpur,3/14/2015,3,48,*
Kuala Lumpur,3/14/2015,4,47,*
Kuala Lumpur,3/14/2015,5,47,*
Kuala Lumpur,3/14/2015,6,46,*
Kuala Lumpur,3/14/2015,7,46,*
Kuala Lumpur,3/14/2015,8,46,*
Kuala Lumpur,3/14/2015,9,46,*
Kuala Lumpur,3/14/2015,10,47,*
Kuala Lumpur,3/14/2015,11,51,*
Kuala Lumpur,3/14/2015,12,52,*
Kuala Lumpur,3/14/2015,13,59,*
Kuala Lumpur,3/14/2015,14,52,*
Kuala Lumpur,3/14/2015,15,115,*
Kuala Lumpur,3/14/2015,16,124,*
Kuala Lumpur,3/14/2015,17,97,*
Kuala Lumpur,3/14/2015,18,84,*
Kuala Lumpur,3/14/2015,19,66,*
Kuala Lumpur,3/14/2015,20,59,*
Kuala Lumpur,3/14/2015,21,54,*
Kuala Lumpur,3/14/2015,22,54,*
Kuala Lumpur,3/14/2015,23,53,*
Kuala Lumpur,3/14/2015,24,53,*
Kuala Lumpur,3/15/2015,1,53,*
Kuala Lumpur,3/15/2015,2,53,*
Kuala Lumpur,3/15/2015,3,53,*
Kuala Lumpur,3/15/2015,4,53,*
Kuala Lumpur,3/15/2015,5,54,*
Kuala Lumpur,3/15/2015,6,54,*
Kuala Lumpur,3/15/2015,7,55,*
Kuala Lumpur,3/15/2015,8,55,*
Kuala Lumpur,3/15/2015,9,55,*
Kuala Lumpur,3/15/2015,10,55,*
Kuala Lumpur,3/15/2015,11,53,*
Kuala Lumpur,3/15/2015,12,53,*
Kuala Lumpur,3/15/2015,13,53,*
Kuala Lumpur,3/15/2015,14,86,*
Kuala Lumpur,3/15/2015,15,81,*
Kuala Lumpur,3/15/2015,16,92,*
Kuala Lumpur,3/15/2015,17,87,*
Kuala Lumpur,3/15/2015,18,71,*
Kuala Lumpur,3/15/2015,19,59,*
Kuala Lumpur,3/15/2015,20,55,*
Kuala Lumpur,3/15/2015,21,52,*
Kuala Lumpur,3/15/2015,22,52,*
Kuala Lumpur,3/15/2015,23,52,*
Kuala Lumpur,3/15/2015,24,52,*
Kuala Lumpur,3/16/2015,1,52,*
Kuala Lumpur,3/16/2015,2,52,*
Kuala Lumpur,3/16/2015,3,53,*
Kuala Lumpur,3/16/2015,5,53,*
Kuala Lumpur,3/16/2015,6,53,*
Kuala Lumpur,3/16/2015,7,53,*
Kuala Lumpur,3/16/2015,8,54,*
Kuala Lumpur,3/16/2015,9,55,*
Kuala Lumpur,3/16/2015,4,55,*
Kuala Lumpur,3/16/2015,10,53,*
Kuala Lumpur,3/16/2015,11,56,*
Kuala Lumpur,3/16/2015,12,56,*
Kuala Lumpur,3/16/2015,13,75,*
Kuala Lumpur,3/16/2015,14,97,*
Kuala Lumpur,3/16/2015,15,118,*
Kuala Lumpur,3/16/2015,16,129,*
Kuala Lumpur,3/16/2015,17,129,*
Kuala Lumpur,3/16/2015,18,123,*
Kuala Lumpur,3/16/2015,19,79,*
Kuala Lumpur,3/16/2015,20,62,*
Kuala Lumpur,3/16/2015,21,63,*
Kuala Lumpur,3/16/2015,22,63,*
Kuala Lumpur,3/16/2015,23,64,*
Kuala Lumpur,3/16/2015,24,64,*
Kuala Lumpur,3/17/2015,1,65,*
Kuala Lumpur,3/17/2015,2,65,*
Kuala Lumpur,3/17/2015,3,65,*
Kuala Lumpur,3/17/2015,4,65,*
Kuala Lumpur,3/17/2015,5,65,*
Kuala Lumpur,3/17/2015,6,65,*
Kuala Lumpur,3/17/2015,7,65,*
Kuala Lumpur,3/17/2015,8,65,*
Kuala Lumpur,3/17/2015,9,64,*
Kuala Lumpur,3/17/2015,10,63,*
Kuala Lumpur,3/17/2015,11,63,*
Kuala Lumpur,3/17/2015,12,63,*
Kuala Lumpur,3/17/2015,13,81,*
Kuala Lumpur,3/17/2015,14,101,*
Kuala Lumpur,3/17/2015,15,125,*
Kuala Lumpur,3/17/2015,16,140,*
Kuala Lumpur,3/17/2015,17,136,*
Kuala Lumpur,3/17/2015,18,112,*
Kuala Lumpur,3/17/2015,19,99,*
Kuala Lumpur,3/17/2015,20,87,*
Kuala Lumpur,3/17/2015,21,62,*
Kuala Lumpur,3/17/2015,22,61,*
Kuala Lumpur,3/17/2015,23,62,*
Kuala Lumpur,3/17/2015,24,63,*
Kuala Lumpur,3/18/2015,1,63,*
Kuala Lumpur,3/18/2015,2,64,*
Kuala Lumpur,3/18/2015,3,64,*
Kuala Lumpur,3/18/2015,4,65,*
Kuala Lumpur,3/18/2015,5,65,*
Kuala Lumpur,3/18/2015,6,65,*
Kuala Lumpur,3/18/2015,7,66,*
Kuala Lumpur,3/18/2015,8,66,*
Kuala Lumpur,3/18/2015,9,66,*
Kuala Lumpur,3/18/2015,10,66,*
Kuala Lumpur,3/18/2015,11,67,*
Kuala Lumpur,3/18/2015,12,67,*
Kuala Lumpur,3/18/2015,13,86,*
Kuala Lumpur,3/18/2015,14,114,*
Kuala Lumpur,3/18/2015,15,133,*
Kuala Lumpur,3/18/2015,16,68,*
Kuala Lumpur,3/18/2015,17,68,*
Kuala Lumpur,3/18/2015,18,72,*
Kuala Lumpur,3/18/2015,19,67,*
Kuala Lumpur,3/18/2015,20,67,*
Kuala Lumpur,3/18/2015,21,67,*
Kuala Lumpur,3/18/2015,22,67,*
Kuala Lumpur,3/18/2015,23,67,*
Kuala Lumpur,3/18/2015,24,66,*
Kuala Lumpur,3/19/2015,1,65,*
Kuala Lumpur,3/19/2015,2,65,*
Kuala Lumpur,3/19/2015,3,64,*
Kuala Lumpur,3/19/2015,4,64,*
Kuala Lumpur,3/19/2015,5,63,*
Kuala Lumpur,3/19/2015,6,63,*
Kuala Lumpur,3/19/2015,7,62,*
Kuala Lumpur,3/19/2015,8,62,*
Kuala Lumpur,3/19/2015,9,62,*
Kuala Lumpur,3/19/2015,10,62,*
Kuala Lumpur,3/19/2015,11,62,*
Kuala Lumpur,3/19/2015,12,62,*
Kuala Lumpur,3/19/2015,13,61,*
Kuala Lumpur,3/19/2015,14,67,*
Kuala Lumpur,3/19/2015,15,86,*
Kuala Lumpur,3/19/2015,16,88,*
Kuala Lumpur,3/19/2015,17,78,*
Kuala Lumpur,3/19/2015,18,75,*
Kuala Lumpur,3/19/2015,19,62,*
Kuala Lumpur,3/19/2015,20,63,*
Kuala Lumpur,3/19/2015,21,63,*
Kuala Lumpur,3/19/2015,22,63,*
Kuala Lumpur,3/19/2015,23,64,*
Kuala Lumpur,3/19/2015,24,64,*
Kuala Lumpur,3/20/2015,1,64,*
Kuala Lumpur,3/20/2015,2,65,*
Kuala Lumpur,3/20/2015,3,65,*
Kuala Lumpur,3/20/2015,4,65,*
Kuala Lumpur,3/20/2015,5,66,*
Kuala Lumpur,3/20/2015,6,66,*
Kuala Lumpur,3/20/2015,7,66,*
Kuala Lumpur,3/20/2015,8,66,*
Kuala Lumpur,3/20/2015,9,66,*
Kuala Lumpur,3/20/2015,10,66,*
Kuala Lumpur,3/20/2015,11,66,*
Kuala Lumpur,3/20/2015,12,66,*
Kuala Lumpur,3/20/2015,13,66,*
Kuala Lumpur,3/20/2015,14,75,*
Kuala Lumpur,3/20/2015,15,91,*
Kuala Lumpur,3/20/2015,16,90,*
Kuala Lumpur,3/20/2015,17,87,*
Kuala Lumpur,3/20/2015,18,88,*
Kuala Lumpur,3/20/2015,19,66,*
Kuala Lumpur,3/20/2015,20,65,*
Kuala Lumpur,3/20/2015,21,65,*
Kuala Lumpur,3/20/2015,22,65,*
Kuala Lumpur,3/20/2015,23,65,*
Kuala Lumpur,3/20/2015,24,65,*
Kuala Lumpur,3/21/2015,1,66,*
Kuala Lumpur,3/21/2015,2,66,*
Kuala Lumpur,3/21/2015,3,66,*
Kuala Lumpur,3/21/2015,4,67,*
Kuala Lumpur,3/21/2015,5,67,*
Kuala Lumpur,3/21/2015,6,67,*
Kuala Lumpur,3/21/2015,7,67,*
Kuala Lumpur,3/21/2015,8,67,*
Kuala Lumpur,3/21/2015,9,67,*
Kuala Lumpur,3/21/2015,10,67,*
Kuala Lumpur,3/21/2015,11,67,*
Kuala Lumpur,3/21/2015,12,68,*
Kuala Lumpur,3/21/2015,13,68,*
Kuala Lumpur,3/21/2015,14,86,*
Kuala Lumpur,3/21/2015,15,88,*
Kuala Lumpur,3/21/2015,16,88,*
Kuala Lumpur,3/21/2015,17,85,*
Kuala Lumpur,3/21/2015,18,69,*
Kuala Lumpur,3/21/2015,19,68,*
Kuala Lumpur,3/21/2015,20,68,*
Kuala Lumpur,3/21/2015,21,68,*
Kuala Lumpur,3/21/2015,22,68,*
Kuala Lumpur,3/21/2015,23,67,*
Kuala Lumpur,3/21/2015,24,67,*
Kuala Lumpur,3/22/2015,1,66,*
Kuala Lumpur,3/22/2015,2,65,*
Kuala Lumpur,3/22/2015,3,65,*
Kuala Lumpur,3/22/2015,4,64,*
Kuala Lumpur,3/22/2015,5,64,*
Kuala Lumpur,3/22/2015,6,63,*
Kuala Lumpur,3/22/2015,7,63,*
Kuala Lumpur,3/22/2015,8,62,*
Kuala Lumpur,3/22/2015,9,62,*
Kuala Lumpur,3/22/2015,10,61,*
Kuala Lumpur,3/22/2015,11,60,*
Kuala Lumpur,3/22/2015,12,60,*
Kuala Lumpur,3/22/2015,13,59,*
Kuala Lumpur,3/22/2015,14,58,*
Kuala Lumpur,3/22/2015,15,57,*
Kuala Lumpur,3/22/2015,16,70,*
Kuala Lumpur,3/22/2015,17,65,*
Kuala Lumpur,3/22/2015,18,54,*
Kuala Lumpur,3/22/2015,19,53,*
Kuala Lumpur,3/22/2015,20,53,*
Kuala Lumpur,3/22/2015,21,53,*
Kuala Lumpur,3/22/2015,22,53,*
Kuala Lumpur,3/22/2015,23,53,*
Kuala Lumpur,3/22/2015,24,52,*
Kuala Lumpur,3/23/2015,1,52,*
Kuala Lumpur,3/23/2015,2,53,*
Kuala Lumpur,3/23/2015,3,52,*
Kuala Lumpur,3/23/2015,4,52,*
Kuala Lumpur,3/23/2015,5,52,*
Kuala Lumpur,3/23/2015,6,52,*
Kuala Lumpur,3/23/2015,7,52,*
Kuala Lumpur,3/23/2015,8,52,*
Kuala Lumpur,3/23/2015,9,52,*
Kuala Lumpur,3/23/2015,10,53,*
Kuala Lumpur,3/23/2015,11,53,*
Kuala Lumpur,3/23/2015,12,53,*
Kuala Lumpur,3/23/2015,13,54,*
Kuala Lumpur,3/23/2015,14,59,*
Kuala Lumpur,3/23/2015,15,70,*
Kuala Lumpur,3/23/2015,16,55,*
Kuala Lumpur,3/23/2015,17,55,*
Kuala Lumpur,3/23/2015,18,56,*
Kuala Lumpur,3/23/2015,19,57,*
Kuala Lumpur,3/23/2015,20,57,*
Kuala Lumpur,3/23/2015,21,58,*
Kuala Lumpur,3/23/2015,22,59,*
Kuala Lumpur,3/23/2015,23,59,*
Kuala Lumpur,3/23/2015,24,60,*
Kuala Lumpur,3/24/2015,1,60,*
Kuala Lumpur,3/24/2015,2,60,*
Kuala Lumpur,3/24/2015,3,60,*
Kuala Lumpur,3/24/2015,4,60,*
Kuala Lumpur,3/24/2015,5,60,*
Kuala Lumpur,3/24/2015,6,60,*
Kuala Lumpur,3/24/2015,7,60,*
Kuala Lumpur,3/24/2015,8,61,*
Kuala Lumpur,3/24/2015,9,60,*
Kuala Lumpur,3/24/2015,10,60,*
Kuala Lumpur,3/24/2015,11,59,*
Kuala Lumpur,3/24/2015,12,59,*
Kuala Lumpur,3/24/2015,13,59,*
Kuala Lumpur,3/24/2015,14,58,*
Kuala Lumpur,3/24/2015,15,57,*
Kuala Lumpur,3/24/2015,16,57,*
Kuala Lumpur,3/24/2015,17,57,*
Kuala Lumpur,3/24/2015,18,56,*
Kuala Lumpur,3/24/2015,19,56,*
Kuala Lumpur,3/24/2015,20,55,*
Kuala Lumpur,3/24/2015,21,55,*
Kuala Lumpur,3/24/2015,22,55,*
Kuala Lumpur,3/24/2015,23,55,*
Kuala Lumpur,3/24/2015,24,55,*
Kuala Lumpur,3/25/2015,1,56,*
Kuala Lumpur,3/25/2015,2,56,*
Kuala Lumpur,3/25/2015,3,57,*
Kuala Lumpur,3/25/2015,4,57,*
Kuala Lumpur,3/25/2015,5,57,*
Kuala Lumpur,3/25/2015,6,57,*
Kuala Lumpur,3/25/2015,7,57,*
Kuala Lumpur,3/25/2015,8,57,*
Kuala Lumpur,3/25/2015,10,56,*
Kuala Lumpur,3/25/2015,9,55,*
Kuala Lumpur,3/25/2015,11,56,*
Kuala Lumpur,3/25/2015,12,55,*
Kuala Lumpur,3/25/2015,13,55,*
Kuala Lumpur,3/25/2015,14,57,*
Kuala Lumpur,3/25/2015,15,54,*
Kuala Lumpur,3/25/2015,16,54,*
Kuala Lumpur,3/25/2015,17,54,*
Kuala Lumpur,3/25/2015,18,53,*
Kuala Lumpur,3/25/2015,19,54,*
Kuala Lumpur,3/25/2015,20,53,*
Kuala Lumpur,3/25/2015,21,52,*
Kuala Lumpur,3/25/2015,22,51,*
Kuala Lumpur,3/25/2015,23,51,*
Kuala Lumpur,3/25/2015,24,51,*
Kuala Lumpur,3/26/2015,1,51,*
Kuala Lumpur,3/26/2015,2,50,*
Kuala Lumpur,3/26/2015,3,50,*
Kuala Lumpur,3/26/2015,5,48,*
Kuala Lumpur,3/26/2015,6,46,*
Kuala Lumpur,3/26/2015,7,46,*
Kuala Lumpur,3/26/2015,8,45,*
Kuala Lumpur,3/26/2015,9,45,*
Kuala Lumpur,3/26/2015,10,45,*
Kuala Lumpur,3/26/2015,11,45,*
Kuala Lumpur,3/26/2015,12,46,*
Kuala Lumpur,3/26/2015,13,45,*
Kuala Lumpur,3/26/2015,14,45,*
Kuala Lumpur,3/26/2015,15,45,*
Kuala Lumpur,3/26/2015,16,45,*
Kuala Lumpur,3/26/2015,17,45,*
Kuala Lumpur,3/26/2015,18,45,*
Kuala Lumpur,3/26/2015,19,44,*
Kuala Lumpur,3/26/2015,20,45,*
Kuala Lumpur,3/26/2015,21,45,*
Kuala Lumpur,3/26/2015,22,45,*
Kuala Lumpur,3/26/2015,23,43,*
Kuala Lumpur,3/26/2015,4,42,*
Kuala Lumpur,3/26/2015,13,47,*
Kuala Lumpur,3/27/2015,14,38,*
Kuala Lumpur,3/27/2015,15,34,*
Kuala Lumpur,3/27/2015,16,34,*
Kuala Lumpur,3/27/2015,17,34,*
Kuala Lumpur,3/27/2015,18,40,*
Kuala Lumpur,3/27/2015,19,62,*
Kuala Lumpur,3/27/2015,20,35,*
Kuala Lumpur,3/27/2015,21,37,*
Kuala Lumpur,3/27/2015,22,37,*
Kuala Lumpur,3/27/2015,23,37,*
Kuala Lumpur,3/27/2015,24,38,*
Kuala Lumpur,3/27/2015,1,40,*
Kuala Lumpur,3/27/2015,2,38,*
Kuala Lumpur,3/27/2015,3,36,*
Kuala Lumpur,3/27/2015,4,36,*
